epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,2048.72,0.48566,0.29363,0.90634,0.96523,0.98087,0.97701,0.86932,0.60027,0.27623,1.00601,0.000151,0.000151,0.000151
62,2081.74,0.49318,0.29256,0.9116,0.96559,0.98087,0.97828,0.87789,0.59977,0.27136,1.00786,0.00014935,0.00014935,0.00014935
63,2115.33,0.48138,0.28735,0.90626,0.97904,0.96871,0.97704,0.87769,0.60018,0.27548,1.00306,0.0001477,0.0001477,0.0001477
64,2148.95,0.49169,0.28135,0.91614,0.96631,0.97801,0.97673,0.87966,0.59959,0.27251,1.01401,0.00014605,0.00014605,0.00014605
65,2182.26,0.47216,0.27533,0.90149,0.96921,0.98087,0.97537,0.87325,0.60086,0.27096,1.01078,0.0001444,0.0001444,0.0001444
66,2215.89,0.48465,0.29134,0.90758,0.97982,0.97611,0.97917,0.88586,0.58943,0.27301,1.0023,0.00014275,0.00014275,0.00014275
67,2249.3,0.4745,0.28338,0.90366,0.97098,0.97741,0.98291,0.8713,0.61166,0.27349,1.01096,0.0001411,0.0001411,0.0001411
68,2282.6,0.49078,0.2846,0.91037,0.962,0.98087,0.98232,0.88408,0.59944,0.27277,1.01779,0.00013945,0.00013945,0.00013945
69,2316.44,0.46088,0.27774,0.89688,0.97276,0.98087,0.97927,0.87647,0.57704,0.26091,1.002,0.0001378,0.0001378,0.0001378
70,2349.46,0.46374,0.27594,0.90127,0.97929,0.97979,0.98063,0.87858,0.58801,0.26308,1.01145,0.00013615,0.00013615,0.00013615
71,2382.9,0.46446,0.27871,0.90275,0.97459,0.98092,0.98133,0.88503,0.58968,0.26512,1.01208,0.0001345,0.0001345,0.0001345
72,2416.32,0.4732,0.28381,0.90383,0.97464,0.98092,0.97881,0.88048,0.58503,0.26474,1.01438,0.00013285,0.00013285,0.00013285
73,2449.39,0.44685,0.26903,0.88994,0.98327,0.97816,0.97666,0.87177,0.60236,0.27559,1.02436,0.0001312,0.0001312,0.0001312
74,2483.09,0.46075,0.27595,0.89878,0.98295,0.97702,0.97799,0.88006,0.59261,0.27085,1.02153,0.00012955,0.00012955,0.00012955
75,2515.88,0.46326,0.27603,0.89995,0.98208,0.97998,0.97781,0.87817,0.60179,0.26741,1.02637,0.0001279,0.0001279,0.0001279
